Nome do Produto,Categoria do Produto,Preço do Produto (R$),Quantidade em Estoque,Filial,Data da Venda
Sombra de olhos,Roupas,14.68,43,Filial 2,Valor Indisponível
Batom líquido,Roupas,77.77,40,Filial 8,Valor Indisponível
Base líquida,Roupas,58.75,4,Filial 2,Valor Indisponível
Blush em pó,Eletrodomésticos,4.6,17,Filial 10,Valor Indisponível
Blush em pó,Eletrônicos,68.5,42,Filial 2,Valor Indisponível
Batom matte,Eletrônicos,27.68,42,Filial 7,Valor Indisponível
Pó compacto,Roupas,7.06,24,Filial 6,Valor Indisponível
Delineador líquido,Roupas,80.8,66,Filial 3,Valor Indisponível
Lápis de sobrancelha,Alimentos,73.06,22,Filial 7,Valor Indisponível
Delineador líquido,Roupas,32.34,80,Filial 9,Valor Indisponível
Sombra de olhos,Alimentos,99.16,22,Filial 6,Valor Indisponível
Máscara de cílios,Eletrodomésticos,63.18,56,Filial 10,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,2.36,2,Filial 6,Valor Indisponível
Corretivo,Roupas,93.88,49,Filial 8,Valor Indisponível
Delineador líquido,Eletrodomésticos,60.25,61,Filial 1,Valor Indisponível
Base líquida,Eletrodomésticos,2.41,5,Filial 3,Valor Indisponível
Máscara de cílios,Eletrônicos,29.09,33,Filial 8,Valor Indisponível
Base líquida,Eletrodomésticos,80.7,10,Filial 2,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,15.2,15,Filial 7,Valor Indisponível
Corretivo,Eletrodomésticos,22.22,99,Filial 3,Valor Indisponível
Delineador líquido,Roupas,25.07,62,Filial 6,Valor Indisponível
Corretivo,Alimentos,78.03,86,Filial 4,Valor Indisponível
Delineador líquido,Eletrodomésticos,86.76,66,Filial 5,Valor Indisponível
Batom líquido,Eletrônicos,73.99,83,Filial 6,Valor Indisponível
Batom matte,Eletrônicos,56.21,17,Filial 2,Valor Indisponível
Base líquida,Roupas,74.97,41,Filial 4,Valor Indisponível
Lápis de sobrancelha,Alimentos,94.41,69,Filial 10,Valor Indisponível
Blush em pó,Eletrodomésticos,43.57,70,Filial 5,Valor Indisponível
Sombra de olhos,Roupas,6.08,73,Filial 3,Valor Indisponível
Batom líquido,Eletrodomésticos,7.89,38,Filial 8,Valor Indisponível
Corretivo,Eletrônicos,42.65,95,Filial 6,Valor Indisponível
Base líquida,Alimentos,13.51,36,Filial 4,Valor Indisponível
Delineador líquido,Eletrodomésticos,30.95,18,Filial 4,Valor Indisponível
Base líquida,Roupas,23.74,15,Filial 5,Valor Indisponível
Pó compacto,Alimentos,26.91,28,Filial 7,Valor Indisponível
Máscara de cílios,Eletrônicos,77.73,52,Filial 10,Valor Indisponível
Pó compacto,Eletrodomésticos,69.39,42,Filial 2,Valor Indisponível
Blush em pó,Roupas,56.25,59,Filial 10,Valor Indisponível
Máscara de cílios,Alimentos,96.92,10,Filial 1,Valor Indisponível
Delineador líquido,Alimentos,61.53,51,Filial 2,Valor Indisponível
Batom líquido,Eletrodomésticos,7.55,8,Filial 6,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,70.45,15,Filial 5,Valor Indisponível
Base líquida,Alimentos,7.7,85,Filial 5,Valor Indisponível
Pó compacto,Alimentos,84.75,77,Filial 7,Valor Indisponível
Sombra de olhos,Eletrônicos,67.51,73,Filial 6,Valor Indisponível
Corretivo,Alimentos,5.23,91,Filial 1,Valor Indisponível
Blush em pó,Eletrônicos,48.89,35,Filial 6,Valor Indisponível
Máscara de cílios,Eletrônicos,15.97,37,Filial 9,Valor Indisponível
Batom matte,Eletrônicos,79.01,96,Filial 5,Valor Indisponível
Sombra de olhos,Alimentos,81.58,70,Filial 10,Valor Indisponível
Máscara de cílios,Roupas,94.88,5,Filial 8,Valor Indisponível
Sombra de olhos,Eletrônicos,53.36,7,Filial 2,Valor Indisponível
Sombra de olhos,Roupas,94.68,26,Filial 6,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,72.32,7,Filial 9,Valor Indisponível
Sombra de olhos,Roupas,12.09,8,Filial 9,Valor Indisponível
Corretivo,Alimentos,36.31,91,Filial 5,Valor Indisponível
Sombra de olhos,Eletrodomésticos,44.24,89,Filial 6,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,14.91,87,Filial 9,Valor Indisponível
Batom matte,Roupas,31.82,24,Filial 4,Valor Indisponível
Pó compacto,Roupas,84.79,11,Filial 5,Valor Indisponível
Batom líquido,Alimentos,39.5,48,Filial 1,Valor Indisponível
Máscara de cílios,Roupas,46.11,81,Filial 7,Valor Indisponível
Corretivo,Roupas,6.33,29,Filial 1,Valor Indisponível
Pó compacto,Eletrônicos,14.72,83,Filial 9,Valor Indisponível
Pó compacto,Alimentos,4.53,35,Filial 10,Valor Indisponível
Base líquida,Roupas,9.4,13,Filial 6,Valor Indisponível
Lápis de sobrancelha,Roupas,98.36,29,Filial 3,Valor Indisponível
Base líquida,Roupas,81.94,72,Filial 8,Valor Indisponível
Pó compacto,Alimentos,98.12,33,Filial 2,Valor Indisponível
Delineador líquido,Eletrodomésticos,29.74,34,Filial 10,Valor Indisponível
Lápis de sobrancelha,Alimentos,90.75,79,Filial 8,Valor Indisponível
Sombra de olhos,Eletrônicos,29.42,84,Filial 4,Valor Indisponível
Base líquida,Eletrônicos,26.3,23,Filial 3,Valor Indisponível
Máscara de cílios,Eletrodomésticos,58.82,13,Filial 2,Valor Indisponível
Batom matte,Eletrodomésticos,3.76,40,Filial 8,Valor Indisponível
Pó compacto,Roupas,71.76,12,Filial 2,Valor Indisponível
Batom líquido,Eletrodomésticos,46.67,22,Filial 9,Valor Indisponível
Sombra de olhos,Alimentos,63.05,53,Filial 8,Valor Indisponível
Batom matte,Eletrodomésticos,51.54,50,Filial 5,Valor Indisponível
Lápis de sobrancelha,Alimentos,12.6,14,Filial 1,Valor Indisponível
Base líquida,Alimentos,20.44,1,Filial 9,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,65.59,64,Filial 9,Valor Indisponível
Sombra de olhos,Eletrodomésticos,26.49,18,Filial 1,Valor Indisponível
Base líquida,Eletrodomésticos,39.91,70,Filial 1,Valor Indisponível
Máscara de cílios,Eletrodomésticos,36.73,53,Filial 2,Valor Indisponível
Delineador líquido,Roupas,42.24,26,Filial 2,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,97.39,1,Filial 5,Valor Indisponível
Delineador líquido,Eletrônicos,64.91,52,Filial 1,Valor Indisponível
Máscara de cílios,Eletrônicos,49.91,64,Filial 5,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,77.23,85,Filial 3,Valor Indisponível
Batom líquido,Eletrodomésticos,30.56,56,Filial 8,Valor Indisponível
Sombra de olhos,Eletrodomésticos,66.85,64,Filial 3,Valor Indisponível
Delineador líquido,Eletrônicos,21.2,35,Filial 5,Valor Indisponível
Batom líquido,Eletrônicos,7.31,8,Filial 3,Valor Indisponível
Máscara de cílios,Alimentos,64.34,8,Filial 3,Valor Indisponível
Pó compacto,Eletrodomésticos,52.5,37,Filial 6,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,4.9,7,Filial 2,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,26.63,2,Filial 3,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,17.25,41,Filial 9,Valor Indisponível
Máscara de cílios,Eletrodomésticos,9.02,74,Filial 8,Valor Indisponível
Blush em pó,Roupas,29.07,55,Filial 7,Valor Indisponível
Batom matte,Roupas,60.44,88,Filial 3,Valor Indisponível
Sombra de olhos,Roupas,46.11,2,Filial 4,Valor Indisponível
Delineador líquido,Eletrônicos,46.35,89,Filial 7,Valor Indisponível
Máscara de cílios,Eletrônicos,72.93,95,Filial 8,Valor Indisponível
Base líquida,Eletrodomésticos,75.69,4,Filial 9,Valor Indisponível
Lápis de sobrancelha,Roupas,12.06,31,Filial 2,Valor Indisponível
Lápis de sobrancelha,Alimentos,31.4,66,Filial 7,Valor Indisponível
Base líquida,Roupas,55.17,51,Filial 5,Valor Indisponível
Blush em pó,Eletrodomésticos,98.59,10,Filial 2,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,2.6,91,Filial 4,Valor Indisponível
Pó compacto,Roupas,59.43,14,Filial 2,Valor Indisponível
Máscara de cílios,Eletrônicos,36.77,56,Filial 10,Valor Indisponível
Batom líquido,Eletrônicos,23.41,14,Filial 2,Valor Indisponível
Sombra de olhos,Eletrônicos,79.37,25,Filial 6,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,94.68,22,Filial 3,Valor Indisponível
Delineador líquido,Roupas,91.87,63,Filial 9,Valor Indisponível
Lápis de sobrancelha,Roupas,9.87,51,Filial 10,Valor Indisponível
Sombra de olhos,Eletrônicos,47.87,75,Filial 6,Valor Indisponível
Sombra de olhos,Eletrônicos,56.66,53,Filial 4,Valor Indisponível
Pó compacto,Eletrodomésticos,88.04,42,Filial 2,Valor Indisponível
Pó compacto,Roupas,71.42,98,Filial 3,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,76.3,34,Filial 3,Valor Indisponível
Delineador líquido,Roupas,59.02,90,Filial 10,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,15.92,9,Filial 6,Valor Indisponível
Máscara de cílios,Roupas,16.15,22,Filial 1,Valor Indisponível
Lápis de sobrancelha,Roupas,70.08,56,Filial 2,Valor Indisponível
Delineador líquido,Eletrodomésticos,53.23,33,Filial 8,Valor Indisponível
Blush em pó,Eletrodomésticos,71.43,14,Filial 9,Valor Indisponível
Máscara de cílios,Eletrodomésticos,42.78,30,Filial 9,Valor Indisponível
Base líquida,Eletrônicos,65.77,46,Filial 3,Valor Indisponível
Batom matte,Alimentos,27.57,58,Filial 1,Valor Indisponível
Corretivo,Roupas,99.32,81,Filial 9,Valor Indisponível
Lápis de sobrancelha,Roupas,85.7,24,Filial 10,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,91.23,30,Filial 10,Valor Indisponível
Corretivo,Roupas,5.29,29,Filial 2,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,9.59,41,Filial 1,Valor Indisponível
Pó compacto,Roupas,92.53,42,Filial 2,Valor Indisponível
Sombra de olhos,Alimentos,99.45,78,Filial 5,Valor Indisponível
Base líquida,Eletrônicos,21.51,67,Filial 6,Valor Indisponível
Batom líquido,Roupas,4.06,12,Filial 9,Valor Indisponível
Sombra de olhos,Alimentos,42.67,75,Filial 7,Valor Indisponível
Corretivo,Eletrônicos,40.4,14,Filial 5,Valor Indisponível
Máscara de cílios,Eletrônicos,46.91,44,Filial 5,Valor Indisponível
Delineador líquido,Alimentos,38.6,76,Filial 4,Valor Indisponível
Máscara de cílios,Alimentos,77.18,9,Filial 3,Valor Indisponível
Máscara de cílios,Eletrodomésticos,31.81,85,Filial 5,Valor Indisponível
Corretivo,Alimentos,14.24,9,Filial 9,Valor Indisponível
Base líquida,Eletrodomésticos,27.99,34,Filial 4,Valor Indisponível
Pó compacto,Eletrodomésticos,87.44,97,Filial 9,Valor Indisponível
Batom matte,Eletrodomésticos,94.96,63,Filial 3,Valor Indisponível
Batom líquido,Eletrônicos,90.9,32,Filial 6,Valor Indisponível
Blush em pó,Alimentos,34.22,90,Filial 6,Valor Indisponível
Blush em pó,Alimentos,29.81,22,Filial 1,Valor Indisponível
Sombra de olhos,Roupas,51.72,6,Filial 6,Valor Indisponível
Batom matte,Eletrodomésticos,30.82,45,Filial 8,Valor Indisponível
Delineador líquido,Alimentos,12.67,6,Filial 7,Valor Indisponível
Sombra de olhos,Eletrodomésticos,23.98,13,Filial 2,Valor Indisponível
Batom líquido,Alimentos,30.98,37,Filial 10,Valor Indisponível
Batom matte,Eletrodomésticos,28.58,68,Filial 7,Valor Indisponível
Máscara de cílios,Eletrônicos,75.83,4,Filial 10,Valor Indisponível
Corretivo,Alimentos,28.27,69,Filial 3,Valor Indisponível
Delineador líquido,Eletrodomésticos,90.47,31,Filial 2,Valor Indisponível
Delineador líquido,Alimentos,22.22,77,Filial 4,Valor Indisponível
Sombra de olhos,Eletrônicos,56.18,72,Filial 8,Valor Indisponível
Corretivo,Eletrônicos,13.68,59,Filial 1,Valor Indisponível
Blush em pó,Alimentos,25.96,49,Filial 10,Valor Indisponível
Corretivo,Eletrônicos,69.51,81,Filial 7,Valor Indisponível
Máscara de cílios,Eletrônicos,6.6,63,Filial 9,Valor Indisponível
Batom líquido,Alimentos,87.22,18,Filial 9,Valor Indisponível
Blush em pó,Eletrônicos,56.72,67,Filial 5,Valor Indisponível
Base líquida,Eletrônicos,67.46,32,Filial 5,Valor Indisponível
Delineador líquido,Eletrodomésticos,6.29,94,Filial 3,Valor Indisponível
Blush em pó,Alimentos,75.81,99,Filial 4,Valor Indisponível
Blush em pó,Eletrônicos,51.78,55,Filial 10,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,68.43,58,Filial 2,Valor Indisponível
Lápis de sobrancelha,Roupas,52.53,68,Filial 10,Valor Indisponível
Delineador líquido,Eletrodomésticos,51.97,91,Filial 4,Valor Indisponível
Sombra de olhos,Alimentos,24.06,83,Filial 3,Valor Indisponível
Batom líquido,Alimentos,12.41,8,Filial 7,Valor Indisponível
Blush em pó,Roupas,4.08,92,Filial 7,Valor Indisponível
Pó compacto,Alimentos,24.79,87,Filial 6,Valor Indisponível
Blush em pó,Eletrônicos,36.76,23,Filial 9,Valor Indisponível
Batom líquido,Eletrônicos,19.22,90,Filial 8,Valor Indisponível
Blush em pó,Eletrônicos,63.01,81,Filial 9,Valor Indisponível
Sombra de olhos,Alimentos,16.06,37,Filial 4,Valor Indisponível
Pó compacto,Eletrodomésticos,80.6,84,Filial 10,Valor Indisponível
Corretivo,Alimentos,69.9,76,Filial 5,Valor Indisponível
Corretivo,Alimentos,27.12,84,Filial 9,Valor Indisponível
Corretivo,Eletrodomésticos,7.77,4,Filial 8,Valor Indisponível
Máscara de cílios,Eletrônicos,11.24,86,Filial 5,Valor Indisponível
Máscara de cílios,Eletrodomésticos,39.83,41,Filial 5,Valor Indisponível
Delineador líquido,Eletrodomésticos,3.97,9,Filial 9,Valor Indisponível
Corretivo,Alimentos,30.07,50,Filial 1,Valor Indisponível
Pó compacto,Eletrodomésticos,66.59,11,Filial 5,Valor Indisponível
Blush em pó,Alimentos,25.83,48,Filial 3,Valor Indisponível
Delineador líquido,Eletrônicos,21.92,49,Filial 5,Valor Indisponível
Corretivo,Eletrônicos,35.23,42,Filial 9,Valor Indisponível
Pó compacto,Eletrônicos,22.28,7,Filial 3,Valor Indisponível
Batom líquido,Eletrodomésticos,51.1,80,Filial 6,Valor Indisponível
Sombra de olhos,Eletrodomésticos,61.89,81,Filial 1,Valor Indisponível
Batom matte,Alimentos,19.69,50,Filial 8,Valor Indisponível
Máscara de cílios,Roupas,89.17,81,Filial 9,Valor Indisponível
Corretivo,Alimentos,41.59,14,Filial 1,Valor Indisponível
Delineador líquido,Eletrônicos,14.67,19,Filial 2,Valor Indisponível
Máscara de cílios,Roupas,55.76,31,Filial 8,Valor Indisponível
Batom líquido,Eletrodomésticos,26.06,25,Filial 5,Valor Indisponível
Corretivo,Alimentos,9.14,14,Filial 6,Valor Indisponível
Sombra de olhos,Eletrodomésticos,64.64,14,Filial 8,Valor Indisponível
Delineador líquido,Eletrodomésticos,57.87,96,Filial 1,Valor Indisponível
Batom líquido,Roupas,69.1,20,Filial 3,Valor Indisponível
Batom líquido,Alimentos,41.35,51,Filial 4,Valor Indisponível
Sombra de olhos,Eletrodomésticos,97.46,43,Filial 7,Valor Indisponível
Pó compacto,Eletrodomésticos,46.69,32,Filial 9,Valor Indisponível
Base líquida,Roupas,79.47,62,Filial 1,Valor Indisponível
Corretivo,Alimentos,18.53,97,Filial 4,Valor Indisponível
Máscara de cílios,Alimentos,77.19,82,Filial 8,Valor Indisponível
Corretivo,Eletrodomésticos,92.37,88,Filial 5,Valor Indisponível
Corretivo,Eletrônicos,11.84,2,Filial 1,Valor Indisponível
Lápis de sobrancelha,Roupas,65.18,43,Filial 4,Valor Indisponível
Máscara de cílios,Roupas,2.81,35,Filial 4,Valor Indisponível
Corretivo,Roupas,91.26,33,Filial 7,Valor Indisponível
Delineador líquido,Eletrodomésticos,43.7,73,Filial 2,Valor Indisponível
Máscara de cílios,Alimentos,58.36,49,Filial 2,Valor Indisponível
Blush em pó,Eletrodomésticos,93.92,33,Filial 9,Valor Indisponível
Máscara de cílios,Eletrônicos,98.07,38,Filial 2,Valor Indisponível
Máscara de cílios,Eletrodomésticos,28.63,53,Filial 5,Valor Indisponível
Pó compacto,Eletrônicos,61.67,68,Filial 5,Valor Indisponível
Batom matte,Roupas,56.5,17,Filial 10,Valor Indisponível
Batom líquido,Alimentos,47.76,21,Filial 6,Valor Indisponível
Sombra de olhos,Roupas,30.49,19,Filial 3,Valor Indisponível
Base líquida,Eletrônicos,56.13,11,Filial 9,Valor Indisponível
Blush em pó,Alimentos,82.59,27,Filial 8,Valor Indisponível
Delineador líquido,Eletrônicos,13.42,37,Filial 4,Valor Indisponível
Batom matte,Alimentos,39.35,97,Filial 1,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,42.17,82,Filial 4,Valor Indisponível
Batom líquido,Roupas,82.32,93,Filial 1,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,11.96,73,Filial 9,Valor Indisponível
Corretivo,Alimentos,95.8,43,Filial 1,Valor Indisponível
Máscara de cílios,Eletrodomésticos,14.82,69,Filial 7,Valor Indisponível
Base líquida,Alimentos,51.18,45,Filial 7,Valor Indisponível
Base líquida,Eletrônicos,37.26,59,Filial 4,Valor Indisponível
Pó compacto,Roupas,82.9,36,Filial 9,Valor Indisponível
Delineador líquido,Eletrodomésticos,56.1,70,Filial 2,Valor Indisponível
Corretivo,Eletrônicos,18.37,78,Filial 2,Valor Indisponível
Pó compacto,Alimentos,86.4,34,Filial 6,Valor Indisponível
Sombra de olhos,Eletrônicos,70.19,80,Filial 3,Valor Indisponível
Lápis de sobrancelha,Roupas,44.29,58,Filial 10,Valor Indisponível
Corretivo,Alimentos,64.62,32,Filial 3,Valor Indisponível
Sombra de olhos,Alimentos,53.29,11,Filial 7,Valor Indisponível
Corretivo,Roupas,71.02,15,Filial 8,Valor Indisponível
Pó compacto,Eletrodomésticos,82.45,69,Filial 8,Valor Indisponível
Corretivo,Eletrodomésticos,8.14,92,Filial 10,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,13.38,56,Filial 9,Valor Indisponível
Corretivo,Eletrônicos,41.43,100,Filial 8,Valor Indisponível
Batom líquido,Eletrônicos,74.63,53,Filial 5,Valor Indisponível
Máscara de cílios,Roupas,37.4,47,Filial 5,Valor Indisponível
Lápis de sobrancelha,Eletrodomésticos,75.63,7,Filial 8,Valor Indisponível
Blush em pó,Eletrônicos,65.34,73,Filial 9,Valor Indisponível
Pó compacto,Eletrônicos,81.01,18,Filial 4,Valor Indisponível
Lápis de sobrancelha,Eletrônicos,37.87,6,Filial 6,Valor Indisponível
Sombra de olhos,Roupas,58.5,71,Filial 2,Valor Indisponível
Corretivo,Roupas,4.31,88,Filial 2,Valor Indisponível
Base líquida,Alimentos,88.56,24,Filial 3,Valor Indisponível
Blush em pó,Eletrodomésticos,4.67,98,Filial 3,Valor Indisponível
Corretivo,Alimentos,83.91,92,Filial 4,Valor Indisponível
Batom líquido,Alimentos,83.91,47,Filial 9,Valor Indisponível
Pó compacto,Alimentos,15.66,5,Filial 4,Valor Indisponível
Base líquida,Alimentos,55.73,89,Filial 9,Valor Indisponível
Blush em pó,Eletrodomésticos,67.12,37,Filial 2,Valor Indisponível
Base líquida,Eletrônicos,90.81,39,Filial 6,Valor Indisponível
Máscara de cílios,Eletrodomésticos,97.43,47,Filial 1,Valor Indisponível
Pó compacto,Eletrônicos,45.93,40,Filial 3,Valor Indisponível
Sombra de olhos,Eletrônicos,56.55,57,Filial 7,Valor Indisponível
Pó compacto,Roupas,95.59,47,Filial 5,Valor Indisponível
Batom matte,Alimentos,44.98,84,Filial 3,Valor Indisponível
Corretivo,Roupas,89.59,84,Filial 10,Valor Indisponível
Pó compacto,Roupas,53.74,14,Filial 1,Valor Indisponível
Máscara de cílios,Alimentos,24.98,40,Filial 3,Valor Indisponível
Máscara de cílios,Eletrodomésticos,68.5,20,Filial 8,Valor Indisponível
Máscara de cílios,Roupas,45.86,82,Filial 4,Valor Indisponível
Delineador líquido,Alimentos,42.64,87,Filial 2,Valor Indisponível
Pó compacto,Eletrodomésticos,97.71,30,Filial 6,Valor Indisponível
Pó compacto,Roupas,51.25,93,Filial 3,Valor Indisponível
Blush em pó,Eletrônicos,49.61,27,Filial 8,Valor Indisponível
Delineador líquido,Alimentos,96.49,64,Filial 2,Valor Indisponível
Batom líquido,Roupas,36.46,69,Filial 5,Valor Indisponível
Batom líquido,Roupas,72.75,99,Filial 2,Valor Indisponível
Sombra de olhos,Eletrônicos,6.8,99,Filial 9,Valor Indisponível
Lápis de sobrancelha,Roupas,83.8,32,Filial 4,Valor Indisponível
Máscara de cílios,Eletrônicos,24.46,36,Filial 6,Valor Indisponível
Pó compacto,Roupas,14.9,23,Filial 9,Valor Indisponível
Pó compacto,Alimentos,97.06,99,Filial 5,Valor Indisponível
Batom líquido,Alimentos,31.23,45,Filial 3,Valor Indisponível
Base líquida,Roupas,83.21,12,Filial 6,Valor Indisponível
Máscara de cílios,Eletrônicos,78.69,88,Filial 9,Valor Indisponível
Corretivo,Roupas,63.99,43,Filial 1,Valor Indisponível
Base líquida,Alimentos,37.17,76,Filial 7,Valor Indisponível
Batom líquido,Eletrônicos,75.44,97,Filial 1,Valor Indisponível
